Name	RMSD	Prob	RMSD*Prob	RMSD+Prob
1991	3.0404	1.0	3.0403	4.0403
1992	2.521	0.9998	2.5206	3.5209
1993	2.2299	0.9626	2.1464	3.1924
1994	1.221	1.0	1.221	2.221
1995	2.8119	1.0	2.8118	3.8119
1996	5.8652	1.0	5.8651	6.8652
1997	3.887	1.0	3.887	4.887
1998	1.9478	0.9997	1.9472	2.9475
1999	1.8882	0.9997	1.8876	2.8879
2000	3.0585	0.9883	3.0226	4.0468
2001	3.3475	0.9963	3.3351	4.3438
2002	1.194	1.0	1.194	2.194
2003	1.2403	1.0	1.2403	2.2403
2004	1.9033	1.0	1.9033	2.9033
2005	1.2441	0.9401	1.1696	2.1842
2006	2.8753	0.9995	2.8737	3.8748
2007	3.7533	0.9999	3.753	4.7532
2008	2.5992	0.9997	2.5983	3.5989
2009	4.3543	0.9999	4.3538	5.3542
2010	4.6478	1.0	4.6478	5.6478
2011	5.3985	1.0	5.3984	6.3985
2012	1.7338	0.9749	1.6903	2.7087
2013	2.0055	1.0	2.0054	3.0054
2014	3.3991	1.0	3.3991	4.3991
2015	1.2746	0.9886	1.26	2.2632
2016	3.6718	0.9999	3.6713	4.6717
2017	0.615	0.9981	0.6139	1.6132
2018	5.3463	1.0	5.3463	6.3463
2019	3.1926	0.9998	3.1921	4.1924
2020	3.0453	0.9994	3.0435	4.0447
2021	1.9159	0.999	1.914	2.9149
2022	3.8565	1.0	3.8565	4.8565
2023	1.8343	1.0	1.8342	2.8343
2024	3.4829	0.9998	3.4821	4.4827
2025	3.9218	1.0	3.9218	4.9218
2026	2.8816	0.9952	2.8677	3.8768
2027	3.6131	0.9993	3.6107	4.6124
2028	2.9008	1.0	2.9008	3.9008
2029	1.3246	0.9995	1.3239	2.3241
2030	4.0046	0.9998	4.0039	5.0045
2031	3.669	1.0	3.6689	4.669
2032	3.1732	1.0	3.1731	4.1732
2033	1.277	0.9953	1.2711	2.2724
2034	1.6593	0.9858	1.6357	2.6451
2035	0.4704	0.9772	0.4597	1.4476
2036	1.5382	0.9976	1.5344	2.5357
2037	1.9436	0.9995	1.9425	2.9431
2038	0.8787	0.9301	0.8173	1.8088
2039	1.0248	0.9966	1.0213	2.0214
2040	1.9991	1.0	1.9991	2.9991
2041	3.347	0.9999	3.3468	4.347
2042	1.5198	0.9998	1.5194	2.5196
2043	2.0057	0.9997	2.0051	3.0054
2044	3.454	0.9999	3.4538	4.454
2045	3.0886	0.9998	3.0881	4.0884
2046	4.2617	1.0	4.2617	5.2617
2047	3.8697	1.0	3.8696	4.8697
2048	5.2539	1.0	5.2537	6.2538
2049	3.5027	0.9982	3.4963	4.5009
2050	3.474	0.9999	3.4738	4.4739
2051	3.289	0.9999	3.2887	4.2889
2052	3.8862	0.9999	3.886	4.8861
2053	3.6487	1.0	3.6487	4.6487
2054	1.3673	0.9969	1.3631	2.3642
2055	4.0904	0.9994	4.088	5.0898
2056	3.7445	0.9999	3.744	4.7443
2057	5.7557	0.9999	5.755	6.7556
2058	0.8501	0.9988	0.8491	1.8489
2059	2.8564	0.9971	2.848	3.8535
2060	2.2528	1.0	2.2528	3.2528
2061	1.5363	0.9981	1.5334	2.5344
2062	0.898	0.9681	0.8694	1.8661
2063	2.6048	0.9663	2.5171	3.5711
2064	2.4489	0.9999	2.4487	3.4488
2065	2.6558	0.9891	2.6268	3.6449
2066	2.5751	0.9999	2.5748	3.575
2067	2.6754	0.9999	2.6752	3.6753
2068	5.9204	1.0	5.9204	6.9204
2069	3.0706	0.9991	3.0679	4.0697
2070	4.0242	1.0	4.0242	5.0242
2071	1.3907	0.9998	1.3904	2.3905
2072	1.7679	0.8837	1.5623	2.6516
2073	2.7897	1.0	2.7897	3.7897
2074	2.199	0.9944	2.1867	3.1934
2075	0.9837	0.9937	0.9775	1.9774
2076	1.1282	0.9919	1.119	2.1201
2077	1.478	0.9998	1.4778	2.4779
2078	2.1081	0.9473	1.997	3.0554
2079	1.7949	0.2787	0.5003	2.0737
2080	3.4417	0.9999	3.4414	4.4416
2081	1.8452	0.8995	1.6597	2.7447
2082	3.5526	1.0	3.5524	4.5525
2083	2.3341	0.9998	2.3336	3.3339
2084	0.5726	0.9598	0.5496	1.5324
2085	4.0177	1.0	4.0176	5.0177
2086	2.3264	1.0	2.3264	3.3264
2087	2.053	0.934	1.9175	2.987
2088	2.5515	0.8059	2.0563	3.3574
2089	3.7363	1.0	3.7363	4.7363
2090	3.2042	0.9995	3.2026	4.2037
2091	2.4114	0.8337	2.0103	3.2451
2092	3.3194	1.0	3.3193	4.3193
2093	1.7893	0.9977	1.7852	2.787
2094	1.8027	0.9983	1.7997	2.8011
2095	3.3646	0.9999	3.3643	4.3645
2096	5.0848	1.0	5.0847	6.0848
2097	3.713	1.0	3.7129	4.713
2098	2.0983	0.9902	2.0777	3.0885
2099	2.7891	0.9999	2.7889	3.7891
2100	2.3519	0.9912	2.3313	3.3432
2101	2.0221	0.9999	2.0219	3.022
2102	3.5017	1.0	3.5016	4.5017
2103	2.1139	1.0	2.1138	3.1138
2104	3.7834	0.9998	3.7825	4.7831
2105	3.4627	0.9995	3.4608	4.4621
2106	0.9292	0.9009	0.8371	1.8301
2107	3.7045	1.0	3.7045	4.7045
2108	1.2942	0.9886	1.2795	2.2828
2109	2.9399	0.9998	2.9393	3.9397
2110	1.429	0.9943	1.4209	2.4233
2111	3.1955	1.0	3.1954	4.1955
2112	3.2299	0.9992	3.2275	4.2292
2113	3.4168	1.0	3.4168	4.4168
2114	2.3968	0.9426	2.2592	3.3394
2115	3.309	0.9995	3.3075	4.3086
2116	3.0541	0.9998	3.0536	4.0539
2117	2.6957	0.9983	2.6912	3.694
2118	1.9464	0.9996	1.9457	2.946
2119	2.8278	0.9997	2.827	3.8275
2120	3.0093	0.9998	3.0086	4.0091
2121	3.7468	0.9999	3.7466	4.7468
2122	3.1053	1.0	3.1052	4.1053
2123	2.2933	0.9994	2.292	3.2927
2124	3.8168	1.0	3.8168	4.8168
2125	0.8252	0.9989	0.8243	1.8241
2126	3.9426	1.0	3.9425	4.9426
2127	4.1043	1.0	4.1043	5.1043
2128	4.3911	1.0	4.391	5.3911
2129	4.1504	0.9979	4.1416	5.1483
2130	3.6006	1.0	3.6005	4.6006
2131	3.2097	1.0	3.2097	4.2097
2132	1.9215	0.9911	1.9043	2.9125
2133	2.7627	0.9998	2.7621	3.7625
2134	2.8828	0.9993	2.8806	3.882
2135	3.3948	0.9995	3.3931	4.3943
2136	3.8768	0.9987	3.8717	4.8755
2137	1.893	0.9998	1.8927	2.8928
2138	3.7394	1.0	3.7393	4.7394
2139	1.8691	0.9937	1.8573	2.8628
2140	1.991	0.9662	1.9237	2.9572
2141	4.0631	0.9994	4.0606	5.0625
2142	2.356	0.9998	2.3556	3.3558
2143	2.1158	0.9992	2.1142	3.115
2144	3.1383	0.9959	3.1255	4.1342
2145	3.0632	0.993	3.0419	4.0563
2146	1.5116	0.9996	1.5109	2.5112
2147	0.9767	0.9932	0.97	1.9699
2148	3.4651	0.9996	3.4638	4.4647
2149	3.4977	1.0	3.4977	4.4977
2150	0.8495	0.9998	0.8493	1.8493
2151	3.317	0.9993	3.3148	4.3163
2152	2.5562	0.996	2.5459	3.5522
2153	3.327	1.0	3.327	4.327
2154	2.4846	0.9967	2.4764	3.4813
2155	1.0842	0.9975	1.0815	2.0817
2156	2.7644	0.9893	2.7349	3.7537
2157	2.4814	0.9998	2.481	3.4812
2158	2.3242	0.9931	2.3083	3.3174
2159	3.8423	0.9999	3.8419	4.8422
2160	1.307	0.9999	1.3068	2.3069
2161	2.0754	0.9968	2.0687	3.0722
2162	2.6061	0.9999	2.6058	3.606
2163	1.8897	0.9945	1.8793	2.8842
2164	2.0683	1.0	2.0682	3.0682
2165	3.6768	0.9997	3.6759	4.6766
2166	4.141	1.0	4.141	5.141
2167	4.6583	0.9983	4.6504	5.6566
2168	3.0997	0.9995	3.098	4.0991
2169	2.4451	0.9998	2.4447	3.4449
2170	1.6868	0.9998	1.6865	2.6866
2171	3.742	0.9931	3.7163	4.7352
2172	2.6474	0.9985	2.6435	3.6459
2173	2.4974	1.0	2.4973	3.4974
2174	0.6812	0.9998	0.681	1.681
2175	2.4232	0.9927	2.4055	3.4159
2176	3.186	0.9999	3.1857	4.1859
2177	2.5238	0.9949	2.5109	3.5187
2178	3.5944	0.9999	3.594	4.5943
2179	1.3652	0.9845	1.3441	2.3497
2180	1.5203	0.9994	1.5194	2.5197
2181	4.5106	1.0	4.5106	5.5106
2182	2.3138	1.0	2.3137	3.3138
2183	4.2987	0.9999	4.2981	5.2985
2184	2.8984	0.9991	2.8958	3.8975
2185	1.2814	0.9994	1.2806	2.2808
2186	3.0255	0.9944	3.0085	4.0199
2187	2.9579	0.9998	2.9574	3.9577
2188	2.9278	0.9997	2.9269	3.9275
2189	3.3637	1.0	3.3637	4.3637
2190	1.2104	0.9998	1.2102	2.2103
2191	0.9406	0.3784	0.356	1.3191
2192	0.6927	0.8007	0.5547	1.4935
2193	6.7057	1.0	6.7057	7.7057
2194	2.2172	1.0	2.2172	3.2172
2195	3.3327	1.0	3.3327	4.3327
2196	3.0852	0.9998	3.0846	4.085
2197	3.3649	1.0	3.3648	4.3648
2198	2.6759	0.9297	2.4877	3.6056
2199	3.5041	1.0	3.504	4.504
2200	4.1925	0.994	4.1674	5.1866
2201	3.4806	0.9999	3.4802	4.4805
2202	4.0683	1.0	4.0683	5.0683
2203	0.9911	0.9995	0.9906	1.9906
2204	3.9224	0.9999	3.9222	4.9223
2205	3.2315	0.9954	3.2165	4.2269
2206	1.2333	0.9956	1.2278	2.2288
2207	3.3583	0.9995	3.3565	4.3578
2208	2.5692	0.9986	2.5657	3.5679
2209	3.0902	1.0	3.0901	4.0902
2210	1.03	0.9993	1.0292	2.0292
2211	2.2406	1.0	2.2406	3.2406
2212	3.4643	0.9996	3.4628	4.4638
2213	2.4065	0.9998	2.4061	3.4063
2214	3.1895	1.0	3.1894	4.1894
2215	2.9149	0.9998	2.9142	3.9146
2216	1.4071	0.9987	1.4053	2.4058
2217	3.4157	0.9999	3.4154	4.4156
2218	2.9786	0.9986	2.9745	3.9772
2219	1.0461	0.9997	1.0458	2.0458
2220	2.3202	0.995	2.3087	3.3152
2221	0.5145	0.9936	0.5112	1.5081
2222	2.8549	0.9998	2.8544	3.8547
2223	3.6825	0.9999	3.682	4.6824
2224	3.4861	1.0	3.486	4.4861
2225	2.5538	0.9988	2.5507	3.5526
2226	2.3909	1.0	2.3909	3.3909
2227	1.9835	0.9999	1.9833	2.9834
2228	3.4052	1.0	3.405	4.4051
2229	3.8095	1.0	3.8094	4.8095
2230	3.0829	1.0	3.0828	4.0829
2231	2.6276	1.0	2.6276	3.6276
2232	1.3419	0.9995	1.3413	2.3414
2233	3.1216	1.0	3.1216	4.1216
2234	3.4505	0.9998	3.4499	4.4503
2235	0.8814	1.0	0.8814	1.8814
2236	3.79	0.9997	3.789	4.7898
2237	3.3931	0.9999	3.3926	4.3929
2238	2.3296	0.9999	2.3295	3.3295
2239	2.2188	0.908	2.0146	3.1268
2240	2.4397	0.9975	2.4336	3.4372
2241	1.4478	1.0	1.4478	2.4478
2242	4.7662	1.0	4.766	5.7662
2243	2.4595	0.9999	2.4594	3.4595
2244	2.0986	0.9998	2.0981	3.0984
2245	3.0979	0.9983	3.0925	4.0962
2246	4.3267	0.9997	4.3254	5.3264
2247	3.1478	0.9993	3.1457	4.1471
2248	3.2233	1.0	3.2232	4.2233
2249	4.0806	0.9996	4.0791	5.0802
2250	2.7084	0.9997	2.7075	3.7081
2251	2.2052	0.9998	2.2046	3.2049
2252	3.4324	1.0	3.4323	4.4324
2253	2.6466	0.9999	2.6462	3.6464
2254	1.6607	0.9941	1.6509	2.6548
2255	3.5804	1.0	3.5803	4.5804
2256	1.3478	0.9964	1.3429	2.3441
2257	1.0024	0.9956	0.9979	1.998
2258	5.4232	1.0	5.423	6.4232
2259	2.6786	0.9999	2.6783	3.6785
2260	1.2268	0.9883	1.2124	2.2151
2261	2.8278	0.9977	2.8214	3.8256
2262	3.0992	0.9992	3.0966	4.0983
2263	3.5985	0.9999	3.5983	4.5985
2264	3.8836	1.0	3.8836	4.8836
2265	3.2168	1.0	3.2167	4.2168
2266	3.3047	0.9999	3.3043	4.3046
2267	2.5362	0.9899	2.5106	3.5261
2268	2.7236	1.0	2.7236	3.7236
2269	1.243	1.0	1.2429	2.2429
2270	1.3905	0.9385	1.305	2.329
2271	1.0509	0.9989	1.0498	2.0498
2272	3.3737	0.9997	3.3725	4.3733
2273	3.5133	0.9998	3.5127	4.5131
2274	1.1129	0.9969	1.1095	2.1098
2275	3.4208	0.9999	3.4205	4.4207
2276	3.0782	0.9998	3.0777	4.0781
2277	2.9602	0.9999	2.9599	3.9601
2278	2.1223	0.9999	2.1221	3.1222
2279	3.7354	1.0	3.7353	4.7354
2280	3.1815	1.0	3.1815	4.1815
2281	1.499	1.0	1.499	2.499
2282	2.4915	0.9999	2.4913	3.4914
2283	3.237	0.9955	3.2225	4.2325
2284	1.6453	0.9993	1.6442	2.6446
2285	4.2033	0.9999	4.2029	5.2032
2286	1.1034	1.0	1.1034	2.1034
2287	3.9899	1.0	3.9898	4.9898
2288	3.158	1.0	3.1578	4.1579
2289	3.1459	0.9993	3.1436	4.1452
2290	2.7095	1.0	2.7094	3.7094
2291	3.7433	1.0	3.7433	4.7433
2292	1.1557	0.9961	1.1512	2.1518
2293	1.1222	1.0	1.1222	2.1222
2294	4.882	0.9998	4.8811	5.8818
2295	2.3728	0.9949	2.3607	3.3677
2296	1.9018	1.0	1.9017	2.9017
2297	3.3919	0.9994	3.3897	4.3913
2298	1.6751	0.999	1.6734	2.6741
2299	3.3416	0.9997	3.3406	4.3413
2300	3.804	0.9998	3.8034	4.8038
2301	3.8504	0.9999	3.8501	4.8504
2302	3.7715	0.9999	3.7712	4.7714
2303	1.3318	0.9997	1.3314	2.3315
2304	3.3932	0.9999	3.3927	4.393
2305	0.3458	0.962	0.3326	1.3077
2306	3.3264	1.0	3.3264	4.3264
2307	2.7783	0.9948	2.7639	3.7731
2308	2.8873	0.999	2.8843	3.8863
2309	2.1887	1.0	2.1887	3.1887
2310	2.9501	0.9998	2.9495	3.9499
2311	1.1981	0.999	1.1969	2.1971
2312	2.3319	0.9981	2.3274	3.3299
2313	2.8087	0.9979	2.8027	3.8065
2314	3.0675	0.9962	3.056	4.0638
2315	3.306	0.9998	3.3054	4.3058
2316	1.1947	0.9997	1.1944	2.1944
2317	2.3743	0.9981	2.3698	3.3724
2318	1.3008	0.9823	1.2779	2.2832
2319	3.9483	1.0	3.9483	4.9483
2320	3.9157	0.9864	3.8622	4.902
2321	3.2003	0.9999	3.2	4.2002
2322	3.5786	0.9997	3.5776	4.5783
2323	1.6644	0.9977	1.6606	2.6621
2324	2.3957	1.0	2.3957	3.3957
2325	2.8562	0.9665	2.7605	3.8227
2326	3.3645	0.9993	3.3623	4.3638
2327	2.4255	0.9999	2.4253	3.4254
2328	2.5394	0.9998	2.5389	3.5392
2329	1.0791	0.9994	1.0784	2.0785
2330	3.3572	1.0	3.3571	4.3572
2331	2.6845	1.0	2.6845	3.6845
2332	4.8077	1.0	4.8077	5.8077
2333	2.1918	0.9944	2.1795	3.1862
2334	2.8299	0.8837	2.5006	3.7135
2335	2.1403	1.0	2.1402	3.1402
2336	4.0355	1.0	4.0355	5.0355
2337	2.3969	0.9665	2.3165	3.3634
2338	3.0419	0.9998	3.0413	4.0417
2339	0.8479	0.8822	0.748	1.7301
2340	1.7965	0.7806	1.4024	2.5771
2341	2.0319	1.0	2.0319	3.0319
2342	4.3108	1.0	4.3108	5.3108
2343	2.7398	0.9985	2.7357	3.7383
2344	3.2219	0.9998	3.2213	4.2217
2345	2.6688	0.9999	2.6686	3.6687
2346	3.4508	0.9977	3.4428	4.4485
2347	4.7943	1.0	4.7942	5.7943
2348	2.9206	1.0	2.9205	3.9205
2349	1.7145	0.9981	1.7113	2.7126
2350	2.9024	0.9972	2.8943	3.8996
2351	3.7753	0.9996	3.7738	4.7749
2352	5.1162	1.0	5.1161	6.1162
2353	2.8273	0.9999	2.8271	3.8273
2354	2.1203	0.9987	2.1176	3.119
2355	1.1089	0.9998	1.1087	2.1087
2356	2.7057	1.0	2.7056	3.7056
2357	3.2195	0.9999	3.2192	4.2194
2358	2.4945	0.9975	2.4883	3.492
2359	3.3044	1.0	3.3042	4.3043
2360	3.8548	0.9997	3.8536	4.8545
2361	4.0726	1.0	4.0726	5.0726
2362	3.6532	0.9998	3.6526	4.6531
2363	1.2618	0.9995	1.2612	2.2614
2364	3.1883	0.9262	2.9531	4.1145
2365	1.787	0.9898	1.7687	2.7768
2366	3.3068	0.9989	3.3031	4.3057
2367	2.7064	0.9995	2.7052	3.706
2368	3.1944	0.9984	3.1893	4.1928
2369	3.5753	1.0	3.5753	4.5753
2370	2.0567	0.9936	2.0434	3.0503
2371	1.4398	0.9975	1.4363	2.4374
2372	2.6272	0.9996	2.6261	3.6268
2373	0.6245	0.9616	0.6005	1.5861
2374	2.1341	1.0	2.134	3.134
2375	2.321	1.0	2.3209	3.3209
2376	4.492	0.9945	4.4674	5.4865
2377	2.1928	0.9984	2.1894	3.1912
2378	1.9453	0.996	1.9375	2.9413
2379	1.8337	0.9996	1.833	2.8333
2380	0.6801	0.9655	0.6567	1.6457
2381	1.1674	0.9978	1.1648	2.1652
2382	2.6901	0.9999	2.6898	3.69
2383	2.1564	0.985	2.1241	3.1414
2384	4.2675	1.0	4.2675	5.2675
2385	4.8219	1.0	4.8219	5.8219
2386	3.5893	0.9999	3.589	4.5892
2387	3.8178	0.9984	3.8116	4.8162
2388	2.351	0.9999	2.3509	3.351
2389	2.5906	0.9985	2.5867	3.5891
2390	5.989	1.0	5.9889	6.989
2391	3.2372	1.0	3.2372	4.2372
2392	2.3226	0.998	2.3179	3.3206
2393	2.9834	1.0	2.9834	3.9834
2394	4.6944	1.0	4.6944	5.6944
2395	3.7776	1.0	3.7776	4.7776
2396	3.391	0.9998	3.3905	4.3909
2397	4.6143	1.0	4.6143	5.6143
2398	3.229	0.9998	3.2285	4.2289
2399	6.7145	1.0	6.7144	7.7145
2400	3.7551	0.9999	3.7548	4.755
2401	3.7776	1.0	3.7775	4.7775
2402	2.8589	1.0	2.8589	3.8589
2403	0.5209	0.9279	0.4833	1.4488
2404	3.2225	0.9999	3.222	4.2223
2405	1.7615	0.9952	1.7531	2.7568
2406	6.061	1.0	6.0609	7.061
2407	2.7196	0.9996	2.7186	3.7192
2408	2.3017	0.9997	2.301	3.3014
2409	4.3869	1.0	4.3868	5.3869
2410	3.3057	0.9998	3.305	4.3055
2411	0.5253	0.6832	0.3588	1.2084
2412	3.7876	0.9998	3.7869	4.7874
2413	4.3009	1.0	4.3009	5.3009
2414	3.567	0.9996	3.5655	4.5666
2415	3.9287	1.0	3.9285	4.9286
2416	2.1227	0.9969	2.1161	3.1196
2417	3.2296	0.9995	3.2279	4.2291
2418	3.3288	0.9993	3.3266	4.3281
2419	2.9885	0.9999	2.9884	3.9885
2420	3.515	0.9592	3.3717	4.4743
2421	2.9034	1.0	2.9033	3.9034
2422	3.805	0.9999	3.8048	4.8049
2423	2.8462	0.9996	2.845	3.8458
2424	0.711	0.9975	0.7093	1.7085
2425	4.4472	1.0	4.4471	5.4471
2426	2.8918	0.9999	2.8913	3.8916
2427	2.8417	0.9985	2.8374	3.8402
2428	2.954	1.0	2.9539	3.954
2429	5.2107	0.9999	5.2101	6.2106
2430	2.9949	0.9846	2.9489	3.9796
2431	4.9821	0.997	4.9671	5.9791
2432	0.8046	0.476	0.383	1.2806
2433	1.2336	0.9999	1.2335	2.2336
2434	3.4317	0.9999	3.4313	4.4316
2435	2.959	0.9998	2.9583	3.9588
2436	3.7556	1.0	3.7556	4.7556
2437	5.9746	0.9991	5.9692	6.9737
2438	3.4509	0.9999	3.4506	4.4508
2439	2.4537	0.9957	2.4432	3.4494
2440	2.4922	0.9994	2.4906	3.4916
2441	3.5227	1.0	3.5226	4.5227
2442	3.5283	0.9999	3.5281	4.5282
2443	2.8255	0.9988	2.8222	3.8243
2444	6.1891	1.0	6.1891	7.1891
2445	1.2461	0.988	1.2311	2.2341
2446	3.2186	1.0	3.2186	4.2186
2447	5.5564	1.0	5.5563	6.5564
2448	3.1347	1.0	3.1347	4.1347
2449	4.5548	1.0	4.5548	5.5548
2450	3.0563	1.0	3.0563	4.0563
2451	2.3763	0.9989	2.3736	3.3751
2452	3.4251	0.9993	3.4227	4.4244
2453	3.2099	0.9989	3.2063	4.2088
2454	2.4111	0.9995	2.4098	3.4105
2455	2.6568	0.9999	2.6566	3.6567
2456	2.7868	0.9987	2.7833	3.7856
2457	2.2974	0.733	1.6839	3.0303
2458	4.9118	1.0	4.9118	5.9118
2459	0.9996	0.6175	0.6173	1.6171
2460	6.2403	1.0	6.2403	7.2403
2461	0.6347	0.7606	0.4827	1.3953
2462	0.8855	0.6997	0.6196	1.5852
2463	3.821	0.9999	3.8208	4.821
2464	2.4553	0.9975	2.449	3.4527
2465	3.5634	1.0	3.5633	4.5634
2466	3.6477	0.9998	3.6468	4.6474
2467	3.0372	1.0	3.037	4.0371
2468	5.3878	1.0	5.3877	6.3878
2469	2.6496	0.9983	2.6452	3.648
2470	2.9475	0.9997	2.9467	3.9472
2471	0.8909	0.9504	0.8467	1.8413
2472	4.1086	1.0	4.1085	5.1086
2473	1.343	0.988	1.3268	2.3309
2474	1.9609	0.8541	1.6747	2.8149
2475	2.4599	0.5086	1.2512	2.9686
2476	2.5912	0.4634	1.2007	3.0546
2477	1.9822	0.9999	1.9819	2.982
2478	2.9021	0.9964	2.8917	3.8985
2479	2.6294	0.9911	2.6061	3.6206
2480	4.7633	1.0	4.7632	5.7633
2481	3.5605	1.0	3.5604	4.5605
2482	1.5068	0.9993	1.5058	2.5061
2483	1.891	1.0	1.891	2.891
2484	5.5679	1.0	5.5679	6.5679
2485	3.0857	0.9999	3.0854	4.0856
2486	4.1535	0.9999	4.1531	5.1534
2487	0.9247	0.9889	0.9144	1.9136
2488	5.1492	1.0	5.1491	6.1491
2489	4.9846	1.0	4.9846	5.9846
2490	4.0314	0.9995	4.0294	5.0309
2491	1.81	0.9988	1.8078	2.8088
2492	3.183	0.9999	3.1827	4.1829
2493	1.6354	0.9968	1.6302	2.6322
2494	3.846	0.9999	3.8457	4.8459
2495	3.1602	1.0	3.1601	4.1602
2496	3.1892	0.9999	3.1889	4.1891
2497	3.3552	0.9996	3.354	4.3549
2498	4.555	0.9996	4.5531	5.5546
2499	3.1052	0.9983	3.0998	4.1035
2500	3.8279	0.9988	3.8234	4.8267
2501	4.8679	0.9995	4.8655	5.8674
2502	3.9349	1.0	3.9349	4.9349
2503	3.8877	1.0	3.8877	4.8877
2504	1.6413	0.9978	1.6378	2.6392
2505	1.2864	1.0	1.2864	2.2864
2506	3.0254	0.999	3.0225	4.0244
2507	2.8192	0.7085	1.9973	3.5277
2508	3.2765	0.9999	3.2761	4.2764
2509	1.3402	0.9997	1.3398	2.3399
2510	2.8812	1.0	2.8812	3.8812
2511	1.212	0.9996	1.2115	2.2116
2512	3.8475	0.9939	3.824	4.8414
2513	1.7961	0.9067	1.6285	2.7028
2514	6.0863	1.0	6.0863	7.0863
2515	2.7578	0.9998	2.7572	3.7576
2516	3.8671	0.9999	3.8669	4.867
2517	1.6728	0.9994	1.6718	2.6722
2518	1.8609	0.98	1.8237	2.8409
2519	3.5551	0.9976	3.5467	4.5528
2520	4.0207	0.9999	4.0201	5.0206
2521	2.285	0.9963	2.2765	3.2813
2522	1.1016	0.9996	1.1011	2.1011
2523	4.4058	1.0	4.4058	5.4058
2524	1.8412	0.9958	1.8334	2.837
2525	3.4188	0.9999	3.4185	4.4187
2526	3.0841	0.9999	3.0839	4.084
2527	3.3501	1.0	3.35	4.35
2528	2.2789	0.9952	2.268	3.2742
2529	2.0087	0.9998	2.0082	3.0085
2530	1.7688	0.9966	1.7628	2.7654
2531	4.3625	0.9717	4.2391	5.3342
2532	3.5055	0.9842	3.4501	4.4897
2533	1.822	0.9977	1.8178	2.8197
2534	3.439	0.9998	3.4382	4.4388
2535	1.6762	0.9858	1.6524	2.662
2536	3.591	1.0	3.591	4.591
2537	2.2576	0.9986	2.2545	3.2562
2538	1.7234	0.9979	1.7199	2.7214
2539	1.6825	0.9944	1.6731	2.677
2540	1.9029	0.9997	1.9023	2.9025
2541	2.6693	0.9942	2.6538	3.6635
2542	4.3034	1.0	4.3033	5.3034
2543	2.2314	0.6821	1.5221	2.9135
2544	2.2574	0.9999	2.2571	3.2573
2545	3.7368	0.9998	3.7362	4.7366
2546	3.5139	1.0	3.5138	4.5138
2547	2.8318	0.9839	2.7861	3.8156
2548	0.7914	0.9928	0.7857	1.7842
2549	4.784	0.9999	4.7836	5.7839
2550	2.3418	0.9962	2.3328	3.338
2551	3.6659	0.9991	3.6624	4.6649
2552	3.8076	0.9998	3.8068	4.8074
2553	2.4249	1.0	2.4248	3.4248
2554	4.0165	1.0	4.0165	5.0165
2555	0.8822	0.5716	0.5043	1.4538
2556	3.4851	1.0	3.4851	4.4851
2557	2.8725	0.9998	2.8719	3.8723
2558	2.5768	0.9997	2.5761	3.5765
2559	4.2237	0.9999	4.2233	5.2237
2560	1.7683	0.9842	1.7404	2.7525
2561	4.378	1.0	4.3779	5.3779
2562	4.5456	1.0	4.5456	5.5456
2563	4.313	1.0	4.3129	5.313
2564	3.3475	0.9995	3.3457	4.347
2565	3.7678	1.0	3.7676	4.7677
2566	4.3582	1.0	4.3582	5.3582
2567	3.377	1.0	3.3769	4.3769
2568	3.1364	0.9971	3.1272	4.1334
2569	3.5849	0.9996	3.5834	4.5845
2570	6.142	1.0	6.142	7.142
2571	2.9531	0.9809	2.8966	3.934
2572	2.8116	0.9991	2.809	3.8106
2573	1.8568	0.9999	1.8565	2.8566
2574	1.898	0.9998	1.8977	2.8978
2575	2.5664	0.9989	2.5634	3.5652
2576	5.5568	1.0	5.5568	6.5568
2577	2.8993	0.9965	2.889	3.8957
2578	1.862	0.9954	1.8535	2.8574
2579	4.0054	1.0	4.0053	5.0053
2580	4.9305	1.0	4.9305	5.9305
2581	2.8535	0.9945	2.838	3.8481
2582	4.2878	1.0	4.2877	5.2878
2583	0.7503	0.6097	0.4575	1.36
2584	4.2038	0.9999	4.2035	5.2037
2585	0.9911	0.8791	0.8712	1.8702
2586	2.2359	0.9999	2.2356	3.2357
2587	3.8942	0.9999	3.8939	4.8941
2588	2.5449	0.9999	2.5446	3.5448
2589	1.8021	0.9994	1.8009	2.8014
2590	2.9641	0.9998	2.9635	3.9639
2591	3.2192	0.9998	3.2186	4.219
2592	4.7892	1.0	4.7891	5.7892
2593	0.5072	0.8519	0.4321	1.3591
2594	1.4571	0.9664	1.4082	2.4236
2595	1.1341	0.9944	1.1278	2.1285
2596	3.4549	1.0	3.4547	4.4548
2597	3.0789	0.9938	3.0598	4.0727
2598	4.2311	0.9998	4.2304	5.231
2599	2.547	1.0	2.547	3.547
2600	3.3184	0.9983	3.3129	4.3167
2601	2.1536	1.0	2.1536	3.1536
2602	1.3573	0.9981	1.3547	2.3554
2603	2.9574	0.9951	2.943	3.9525
2604	1.8677	0.9943	1.857	2.862
2605	4.2125	1.0	4.2125	5.2125
2606	3.2345	0.9996	3.2332	4.2341
2607	1.856	0.993	1.8431	2.8491
2608	3.9655	0.9993	3.9629	4.9649
2609	1.2601	0.9999	1.2599	2.2599
2610	1.505	0.7224	1.0871	2.2273
2611	3.0292	1.0	3.0291	4.0292
2612	2.8489	0.9996	2.8479	3.8485
2613	3.0659	0.9995	3.0642	4.0653
2614	2.699	0.9999	2.6987	3.6989
